SL_80_50_90,Train halt
SL_80_50_92,Railway underpass
SL_80_50_95,Wagon decontamination space
SL_80_50_97,Wagon maintenance space
SL_80_70_11,Canal lock chamber
SL_80_70_33,Gate quoin
SL_80_70_37,Harbour lock
SL_80_70_46,Lock gate sill
SL_80_70_48,Lock island
SL_80_70_96,Winding hole
SL_80_92_34,Geospatial grid
SL_80_92_37,Horizontal alignment grid
SL_80_92_94,Vertical alignment grid
SL_80_94_02,Abutment face
SL_80_94_07,Bearing shelve
SL_80_94_09,Bridge apron
SL_80_94_71,Retaining wall apron
SL_80_96_15,Concourse tunnel
SL_80_96_18,Crossover tunnel
SL_80_96_20,Drift tunnel portal
SL_80_96_44,Junction tunnel
SL_80_96_58,Overrun tunnel
SL_80_96_60,Passageway tunnel
SL_80_96_64,Platform tunnel
SL_80_96_78,Siding tunnel
SL_80_96_89,Tunnel boring machine (TBM) launching and retrieval shaft
SL_80_96_90,Tunnel dive
SL_80_96_91,Turnback tunnel
SL_80_98_09,Bridge headroom
SL_80_98_13,Chainage
SL_80_98_15,Collapse radius
SL_80_98_46,Lateral safety zone
SL_80_98_48,Longitudinal safety zone
SL_80_98_70,Rail kinematic envelope
SL_80_98_72,Restricted speed zone
SL_80_98_75,Safety clearance zone
SL_80_98_83,Structure gauge
SL_80_98_85,Swept path area
SL_80_98_90,Tunnel headroom
SL_80_98_94,Vehicle loading gauge
SL_80_98_97,Working width
SL_82_61_61,Passenger seating space
SL_82_61_62,Passenger standing space
SL_82_61_63,Passenger wheelchair space
SL_82_61_65,Priority passenger seating space
SL_90_10_02,Airlock
SL_90_10_04,Atrium
SL_90_10_08,Breezeway
SL_90_10_15,Corridor
SL_90_10_16,Covered walkway and internal bridge
SL_90_10_17,Courtyard
SL_90_10_24,Drop-off and collection area
SL_90_10_27,Entrance hall
SL_90_10_28,Escalator
SL_90_10_34,Good conveyor
SL_90_10_35,Good lift
SL_90_10_36,Hallway
SL_90_10_46,Landing
SL_90_10_47,Lift
SL_90_10_51,Lobby
SL_90_10_62,Passenger lift
SL_90_10_64,Porche
SL_90_10_68,Public square
SL_90_10_71,Retail circulation space
SL_90_10_77,Shelter
SL_90_10_87,Stairway
SL_90_10_90,Travellator
SL_90_10_94,Vestibule
SL_90_10_95,Walkway
SL_90_10_96,Wheelchair circulation space
SL_90_20_01,Accident and emergency waiting room
SL_90_20_02,Air space
SL_90_20_04,Audience seating area
SL_90_20_05,Audience standing area
SL_90_20_08,Breakout space
SL_90_20_13,Changing room
SL_90_20_14,Cloakroom
SL_90_20_15,Corporate boxe and VIP seating
SL_90_20_16,Customer service counter area
SL_90_20_27,Entry point
SL_90_20_69,Queuing area
SL_90_20_80,Social space
SL_90_20_82,Spectator seating area
SL_90_20_83,Spectator standing area
SL_90_20_85,Staff room
SL_90_20_86,Staff workroom
SL_90_20_88,Temporary seating area
SL_90_20_89,Ticket office
SL_90_20_91,Terrace
SL_90_20_94,Vacant space
SL_90_20_96,Waiting room
SL_90_20_98,Work booth
SL_90_30_25,Excavation volume
SL_90_30_30,Finishe allowance
SL_90_30_80,Space proofing envelope
SL_90_30_90,Tolerance zone
SL_90_40_46,Level
SL_90_50_04,Arm depot and armoury
SL_90_50_06,Baggage storage area
SL_90_50_07,Battery store
SL_90_50_08,Blood bank
SL_90_50_09,Boat storage space
SL_90_50_10,Building service store
SL_90_50_11,Cargo storage area
SL_90_50_12,Carport
SL_90_50_13,Chemical store
SL_90_50_14,Clothe store
SL_90_50_15,Cold store
SL_90_50_16,Cleaner' store
SL_90_50_17,Cycle storage space
SL_90_50_18,Classroom store
SL_90_50_19,Coat and bag store
SL_90_50_22,Dining furniture store
SL_90_50_25,Dungstead
SL_90_50_27,Equipment store
SL_90_50_28,Explosive and ordnance storeroom
SL_90_50_29,Food store
SL_90_50_30,Feed store
SL_90_50_31,Flammable chemical store
SL_90_50_32,Furniture store
SL_90_50_33,Garage
SL_90_50_35,General storeroom
SL_90_50_36,Good store
SL_90_50_37,Grain store
SL_90_50_38,Hazardous waste storage space
SL_90_50_44,Janitor store
SL_90_50_45,Keg store
SL_90_50_46,Larder and pantry
SL_90_50_47,Left luggage store
SL_90_50_48,Locker room
SL_90_50_52,Mineral storage space
SL_90_50_54,Morgue
SL_90_50_55,Mortuary
SL_90_50_65,Pharmaceutical store
SL_90_50_71,Raw material storage space
SL_90_50_73,Retractable seating storage
SL_90_50_77,Secure storeroom
SL_90_50_80,Solid fuel storeroom
SL_90_50_82,Sport equipment store
SL_90_50_84,Storage room
SL_90_50_85,Storage silo
SL_90_50_86,Storage tank
SL_90_50_87,Teaching resource store
SL_90_50_88,Tissue and organ store
SL_90_50_90,Vault and strong room
SL_90_50_93,Walk-in wardrobe
SL_90_50_98,Wine cellar
SL_90_60_01,Access space
SL_90_60_02,Air shaft
SL_90_60_07,Belfry
SL_90_60_10,Cavity
SL_90_60_13,Chute
SL_90_60_18,Crawl space
SL_90_60_30,Flue
SL_90_60_49,Lift pit
SL_90_60_50,Lift shaft
SL_90_60_51,Light well
SL_90_60_64,Platform void
SL_90_60_72,Roof surface space
SL_90_60_74,Roof void
SL_90_90_01,Access floor void
SL_90_90_08,Boiler room
SL_90_90_13,Ceiling void
SL_90_90_15,Control room
SL_90_90_32,Furnace room
SL_90_90_42,Incinerator room
SL_90_90_48,Lift machine room
SL_90_90_63,Plant enclosure
SL_90_90_64,Plant room
SL_90_90_68,Pump room
SL_90_90_77,Server room
SL_90_90_78,Service shaft
SL_90_90_85,Switch room
SL_90_90_87,Tank room
SL_90_90_90,Transformer room
SL_90_90_96,Wall service void
